Keyword,Name,Type,Plus Code,Rating,Address,Website,Phone,Reviews Count,Latitude,Longitude,Map URL
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.5,,https://www.fribikeshop.dk/butikker/koebenhavn/amager,,87,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x4652534c47276f85:0xa59b35cc71aa633a!8m2!3d55.6596532!4d12.6057636!16s%2Fg%2F11b6gp42z1!19sChIJhW8nR0xTUkYROmOqccw1m6U?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,A H Cycles,Bicycle store,,4.4,,http://www.ahcykler.dk/,,104,,,https://www.google.com/maps/place/A+H+Cycles/data=!4m7!3m6!1s0x465253748c37ad6f:0xfbb4571e7d118169!8m2!3d55.669878!4d12.5561856!16s%2Fg%2F1tfq7v94!19sChIJb603jHRTUkYRaYERfR5XtPs?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Cykelshoppen,Bicycle store,,4.6,,https://www.cykelshoppen.dk/,,48,,,https://www.google.com/maps/place/Cykelshoppen/data=!4m7!3m6!1s0x464c6fd0930a1ec9:0x226f5ba337a82227!8m2!3d56.0534286!4d9.9501724!16s%2Fg%2F11h2hmmbtd!19sChIJyR4Kk9BvTEYRJyKoN6NbbyI?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Polar Cykler.dk ElcykelCenter. El-ladcykler. Butik. Ålborg.,Bicycle store,,4.5,,https://www.polarcykler.dk/,,92,,,https://www.google.com/maps/place/Polar+Cykler.dk+ElcykelCenter.+El-ladcykler.+Butik.+%C3%85lborg./data=!4m7!3m6!1s0x464932e0261a2d7f:0xe7283c2080509599!8m2!3d57.0240227!4d9.9308504!16s%2Fg%2F1tghn5y5!19sChIJfy0aJuAySUYRmZVQgCA8KOc?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.2,,https://www.fribikeshop.dk/butikker/koebenhavn/noerrebro,,78,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x465253a8f8e51223:0xff6ae1501f5c2fe7!8m2!3d55.6862501!4d12.55303!16s%2Fg%2F1tgw3m_b!19sChIJIxLl-KhTUkYR5y9cH1Dhav8?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Jensen Cykler,Bicycle store,,3.6,,http://www.jensencykler.com/,,122,,,https://www.google.com/maps/place/Jensen+Cykler/data=!4m7!3m6!1s0x464c3fefe4e053af:0x6276ce11dc532937!8m2!3d56.1540692!4d10.1819742!16s%2Fg%2F11xxhh60p!19sChIJr1Pg5O8_TEYRNylT3BHOdmI?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,KBH Ø Cykler,Bicycle store,,4.4,,https://www.kbhcykler.dk/,,60,,,https://www.google.com/maps/place/KBH+%C3%98+Cykler/data=!4m7!3m6!1s0x465252f05336621f:0xa2d17e445128d6f0!8m2!3d55.7137327!4d12.577225!16s%2Fg%2F11cm9x683w!19sChIJH2I2U_BSUkYR8NYoUUR-0aI?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Cykelhandler,Bicycle repair shop,,4.6,,,,140,,,https://www.google.com/maps/place/Cykelhandler/data=!4m7!3m6!1s0x4652524cc58c1639:0x940b7117ee07d6b9!8m2!3d55.6972507!4d12.5400586!16s%2Fg%2F11c5h31jpg!19sChIJORaMxUxSUkYRudYH7hdxC5Q?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.6,,https://www.fribikeshop.dk/butikker/randers/sydoest,,79,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464c1cc1bd435fe3:0x2664049c15daba11!8m2!3d56.4512814!4d10.0453861!16s%2Fg%2F11c542h_46!19sChIJ419DvcEcTEYREbraFZwEZCY?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.6,,https://www.fribikeshop.dk/butikker/holstebro,,34,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464a330aeaabf365:0x9a9ef61fed309ae8!8m2!3d56.3762161!4d8.6156257!16s%2Fg%2F1hhgq2gyp!19sChIJZfOr6gozSkYR6Jow7R_2npo?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.2,,https://www.fribikeshop.dk/butikker/aarhus/ceresbyen,,116,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464c3fec8a211401:0x1a5b2061409583be!8m2!3d56.1569538!4d10.1947887!16s%2Fg%2F1tlwd7hx!19sChIJARQhiuw_TEYRvoOVQGEgWxo?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.4,,https://www.fribikeshop.dk/butikker/viborg,,80,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464be46fa4e3f289:0xfc7271d820ad4c4c!8m2!3d56.4541941!4d9.393555!16s%2Fg%2F11b5pj5t1r!19sChIJifLjpG_kS0YRTEytINhxcvw?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Design Cykler Aarhus,Bicycle store,,3.9,,https://www.designcykler.dk/shop/cms-cykelhandler-aarhus.html,,86,,,https://www.google.com/maps/place/Design+Cykler+Aarhus/data=!4m7!3m6!1s0x464c3e5efa49403d:0x88db207c4d461217!8m2!3d56.2013672!4d10.2440232!16s%2Fg%2F11c1n9jqy2!19sChIJPUBJ-l4-TEYRFxJGTXwg24g?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Smartcykler.dk - Powered by Støvring Cykler,Bicycle store,,4.5,,https://www.smartcykler.dk/,,131,,,https://www.google.com/maps/place/Smartcykler.dk+-+Powered+by+St%C3%B8vring+Cykler/data=!4m7!3m6!1s0x46494a78517d72c1:0x238a912cae3a1c09!8m2!3d56.8910417!4d9.8140336!16s%2Fg%2F1tf34kch!19sChIJwXJ9UXhKSUYRCRw6riyRiiM?authuser=0&hl=en&rclk=1
Cykelbutik i Danmark,Fri BikeShop,Bicycle store,,4.6,,https://www.fribikeshop.dk/butikker/herning/oest,,36,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464bbc19877cf6ff:0x7844e369b9e58f70!8m2!3d56.1346327!4d9.0092276!16s%2Fg%2F11b73m176n!19sChIJ__Z8hxm8S0YRcI_luWnjRHg?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,P. H. Cycles,Bicycle store,,5.0,"Blegdamsvej 130, 2100 København, Denmark",https://www.facebook.com/pages/PH-Cykler/131757240368969,,79,,,https://www.google.com/maps/place/P.+H.+Cycles/data=!4m7!3m6!1s0x465252fb7efe9a8f:0x971f528346346ab4!8m2!3d55.698618!4d12.576083!16s%2Fg%2F1tgh1l88!19sChIJj5r-fvtSUkYRtGo0RoNSH5c?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Kgs Have Cykler,Bicycle store,,4.9,,https://www.kgshavecykler.dk/,,166,,,https://www.google.com/maps/place/Kgs+Have+Cykler/data=!4m7!3m6!1s0x4652531c07b46287:0x450254b5eac59e34!8m2!3d55.6866524!4d12.5818781!16s%2Fg%2F11c1r1vbfd!19sChIJh2K0BxxTUkYRNJ7F6rVUAkU?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,VELOHOUSE - House of E-bikes,Electric bicycle store,,4.8,,https://velohouse.dk/,,122,,,https://www.google.com/maps/place/VELOHOUSE+-+House+of+E-bikes/data=!4m7!3m6!1s0x465252e7b4f62bc1:0x4d24db8da01195e3!8m2!3d55.6571329!4d12.5137375!16s%2Fg%2F11cm08tdfc!19sChIJwSv2tOdSUkYR45URoI3bJE0?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,CPH Bike Express,Bicycle store,,4.7,,,,154,,,https://www.google.com/maps/place/CPH+Bike+Express/data=!4m7!3m6!1s0x4652547fa1b2d00b:0x11eb3c5e4ac6667a!8m2!3d55.6502846!4d12.5361444!16s%2Fg%2F11xqvb_wl!19sChIJC9CyoX9UUkYRembGSl486xE?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Adam Cykler,Bicycle store,,4.8,"Vesterbrogade 92, 1620 København, Denmark",http://www.vesterbrogade-shopping.dk/butik/adam-cykler-5047.html,,45,,,https://www.google.com/maps/place/Adam+Cykler/data=!4m7!3m6!1s0x4652539f8d6125d7:0x6aa0643f3896a3d9!8m2!3d55.6723645!4d12.5484648!16s%2Fg%2F1z449wr6p!19sChIJ1yVhjZ9TUkYR2aOWOD9koGo?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,A H Cycles,Bicycle store,,4.4,,http://www.ahcykler.dk/,,104,,,https://www.google.com/maps/place/A+H+Cycles/data=!4m7!3m6!1s0x465253748c37ad6f:0xfbb4571e7d118169!8m2!3d55.669878!4d12.5561856!16s%2Fg%2F1tfq7v94!19sChIJb603jHRTUkYRaYERfR5XtPs?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,29er Bike Shop,Bicycle store,,4.8,,https://29erbikeshop.dk/,,59,,,https://www.google.com/maps/place/29er+Bike+Shop/data=!4m7!3m6!1s0x46524d96406dbb4d:0xc305c06191c06475!8m2!3d55.7598142!4d12.5695454!16s%2Fg%2F1hhwmr8mp!19sChIJTbttQJZNUkYRdWTAkWHABcM?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Leadout Cycling,Bicycle store,,4.3,,https://leadoutcycling.com/,,170,,,https://www.google.com/maps/place/Leadout+Cycling/data=!4m7!3m6!1s0x46525287f87b2919:0xb1925860c0663a7c!8m2!3d55.7272536!4d12.5770771!16s%2Fg%2F1q5blkx5h!19sChIJGSl7-IdSUkYRfDpmwGBYkrE?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Copenhagen Bike Fit,Bicycle store,,4.6,,http://copenhagenbikefit.dk/,,34,,,https://www.google.com/maps/place/Copenhagen+Bike+Fit/data=!4m7!3m6!1s0x465252efebd5d3b7:0x50da9b9125788fa0!8m2!3d55.7046061!4d12.5807571!16s%2Fg%2F11b5pm1h52!19sChIJt9PV6-9SUkYRoI94JZGb2lA?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Buddha Bikes,Bicycle store,,4.7,,http://www.buddhabikes.dk/,,298,,,https://www.google.com/maps/place/Buddha+Bikes/data=!4m7!3m6!1s0x4652525a91f3e1b5:0xaa26e97fc01db378!8m2!3d55.7077008!4d12.5538925!16s%2Fg%2F11b6gkknr1!19sChIJteHzkVpSUkYReLMdwH_pJqo?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Copenhagen Bikeshop,Bicycle store,,4.5,"Jagtvej 68, 2200 København, Denmark",http://www.copenhagenbikeshop.dk/,,46,,,https://www.google.com/maps/place/Copenhagen+Bikeshop/data=!4m7!3m6!1s0x4652525338cfe681:0x9419b285fc731be0!8m2!3d55.6959924!4d12.5509775!16s%2Fg%2F11b5pjdb_b!19sChIJgebPOFNSUkYR4Btz_IWyGZQ?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Islands Brygge Cykler,Bicycle store,,4.4,,https://www.facebook.com/Islandsbryggecykler/,,82,,,https://www.google.com/maps/place/Islands+Brygge+Cykler/data=!4m7!3m6!1s0x4652536afdce7187:0x52181b652d8c664c!8m2!3d55.6676761!4d12.5781637!16s%2Fg%2F11b5pjm4vb!19sChIJh3HO_WpTUkYRTGaMLWUbGFI?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,CPH Bike Shop,Bicycle store,,4.4,,https://www.cphbikeshop.dk/,,154,,,https://www.google.com/maps/place/CPH+Bike+Shop/data=!4m7!3m6!1s0x4652534a26274b6d:0x8af9544846690655!8m2!3d55.6649115!4d12.6061803!16s%2Fg%2F1v8g9mnz!19sChIJbUsnJkpTUkYRVQZpRkhU-Yo?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,FlexiFix | Bike Shop & Repair,Bicycle store,,4.8,,http://flexifix.dk/,,135,,,https://www.google.com/maps/place/FlexiFix+%7C+Bike+Shop+%26+Repair/data=!4m7!3m6!1s0x464932ee5eeec6bb:0x4ad98d1174a6de86!8m2!3d57.045089!4d9.927122!16s%2Fg%2F11dxhdt4ng!19sChIJu8buXu4ySUYRht6mdBGN2Uo?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Cykel Chefen,Bicycle repair shop,,4.7,"Nørre Søgade 41, 1370 København, Denmark",,,151,,,https://www.google.com/maps/place/Cykel+Chefen/data=!4m7!3m6!1s0x46525308bd7ec527:0x1aa610b4fa5a9395!8m2!3d55.6820532!4d12.5615966!16s%2Fg%2F11_s8zns9!19sChIJJ8V-vQhTUkYRlZNa-rQQpho?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Isak Cykelservice,Bicycle store,,4.8,,,,96,,,https://www.google.com/maps/place/Isak+Cykelservice/data=!4m7!3m6!1s0x4652536870ea9bad:0xafd2465a1c2374ef!8m2!3d55.7079344!4d12.5698873!16s%2Fg%2F11fmrjrhtz!19sChIJrZvqcGhTUkYR73QjHFpG0q8?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Free Bike Shop Sønderborg,Bicycle store,,4.3,,https://www.fribikeshop.dk/butikker/soenderborg,,136,,,https://www.google.com/maps/place/Free+Bike+Shop+S%C3%B8nderborg/data=!4m7!3m6!1s0x47b339e0d584839b:0xd779145a4fa0aa8d!8m2!3d54.9142257!4d9.7973625!16s%2Fg%2F119wf3f0v!19sChIJm4OE1eA5s0cRjaqgT1oUedc?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Børkop Bicycles / BCbikeshop.dk,Bicycle store,,4.5,,https://boerkopcykler.dk/,,224,,,https://www.google.com/maps/place/B%C3%B8rkop+Bicycles+%2F+BCbikeshop.dk/data=!4m7!3m6!1s0x464c9b2a8ef1d601:0x680af700f5db570a!8m2!3d55.6433219!4d9.6469608!16s%2Fg%2F1q5bmh2xc!19sChIJAdbxjiqbTEYRClfb9QD3Cmg?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Noa cykler,Bicycle store,,3.9,"Nordre Frihavnsgade 56, 2100 København, Denmark",http://www.noacykler.dk/,,77,,,https://www.google.com/maps/place/Noa+cykler/data=!4m7!3m6!1s0x465252e54427273b:0xba53954257d48775!8m2!3d55.7022892!4d12.5831946!16s%2Fg%2F1q6j288yw!19sChIJOycnROVSUkYRdYfUV0KVU7o?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Christiania Bikes,Bicycle store,,4.3,,https://christianiacykler.dk/,,48,,,https://www.google.com/maps/place/Christiania+Bikes/data=!4m7!3m6!1s0x4652533963ed387f:0x1d2a55afc161223c!8m2!3d55.6736848!4d12.6012264!16s%2Fg%2F11xc656g2!19sChIJfzjtYzlTUkYRPCJhwa9VKh0?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,cykelexspres klassisk &EL,Bicycle store,,4.1,,https://cykelexpres.dk/vare-kategori/herrecykler/,,136,,,https://www.google.com/maps/place/cykelexspres+klassisk+%26EL/data=!4m7!3m6!1s0x465253aa1f52da45:0xde528e300b9af784!8m2!3d55.6894902!4d12.5567498!16s%2Fg%2F1q5bmmwgd!19sChIJRdpSH6pTUkYRhPeaCzCOUt4?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Danish Bike,Bicycle store,,4.6,,http://www.danishbike.dk/,,12,,,https://www.google.com/maps/place/Danish+Bike/data=!4m7!3m6!1s0x4652f7e0b8248529:0x8416b9c75831f8e!8m2!3d55.5814892!4d12.2670536!16s%2Fg%2F1q5bp2lgr!19sChIJKYUkuOD3UkYRjh-DdZxrQQg?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Fri BikeShop,Bicycle store,,4.2,,https://www.fribikeshop.dk/butikker/koebenhavn/noerrebro,,78,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x465253a8f8e51223:0xff6ae1501f5c2fe7!8m2!3d55.6862501!4d12.55303!16s%2Fg%2F1tgw3m_b!19sChIJIxLl-KhTUkYR5y9cH1Dhav8?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Fri BikeShop,Bicycle store,,4.2,,https://www.fribikeshop.dk/butikker/koebenhavn/urania,,116,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x4652530b7e1e852b:0x7b47c63dea124c98!8m2!3d55.6744025!4d12.5600332!16s%2Fg%2F1tflqmdz!19sChIJK4UefgtTUkYRmEwS6j3GR3s?authuser=0&hl=en&rclk=1
Bicycle shop Denmark,Dennis & Lottes Cykler,Bicycle repair shop,,4.9,"Nørre Voldgade 22, st, th, 1358 København, Denmark",http://www.delocy.dk/,,127,,,https://www.google.com/maps/place/Dennis+%26+Lottes+Cykler/data=!4m7!3m6!1s0x465253108d131e43:0x34c6fef1ededa009!8m2!3d55.6800752!4d12.5678579!16s%2Fg%2F11fzfdt9d7!19sChIJQx4TjRBTUkYRCaDt7fH-xjQ?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Cykel Mesteren,Bicycle store,,4.8,,,,709,,,https://www.google.com/maps/place/Cykel+Mesteren/data=!4m7!3m6!1s0x46525318d940f123:0x676b455ca9862065!8m2!3d55.6848352!4d12.5863174!16s%2Fg%2F1wk6ycm2!19sChIJI_FA2RhTUkYRZSCGqVxFa2c?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Rencykel.dk,Bicycle repair shop,,4.5,,https://www.rencykel.dk/book-tid-orestad-8-tallet,,158,,,https://www.google.com/maps/place/Rencykel.dk/data=!4m7!3m6!1s0x465254bb19b5ab3f:0xe1caeddb54aa6cda!8m2!3d55.6177404!4d12.572178!16s%2Fg%2F11c5srt84z!19sChIJP6u1GbtUUkYR2myqVNvtyuE?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Ren Cykel,Bicycle repair shop,,4.9,"Martha Christensens Vej 47, 2300 København, Denmark",https://www.rencykel.dk/book-tid-bella-kvarteret,,95,,,https://www.google.com/maps/place/Ren+Cykel/data=!4m7!3m6!1s0x465255188d1e9fdd:0x87ad7c3f2083b634!8m2!3d55.6384098!4d12.5822262!16s%2Fg%2F11y45n30xl!19sChIJ3Z8ejRhVUkYRNLaDID98rYc?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Cykler.dk,Bicycle store,,4.7,,http://www.cykler.dk/,,15,,,https://www.google.com/maps/place/Cykler.dk/data=!4m7!3m6!1s0x464a23da39850b7f:0xd184078b96d89915!8m2!3d56.5476293!4d8.2975909!16s%2Fg%2F1vd74hwd!19sChIJfwuFOdojSkYRFZnYlosHhNE?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Elhassan Cykelværksted,Bicycle repair shop,,4.8,"Nørrebrogade 203, 2200 København, Denmark",,,117,,,https://www.google.com/maps/place/Elhassan+Cykelv%C3%A6rksted/data=!4m7!3m6!1s0x4652524d10d71dc3:0xa0b3afd83e22fdc3!8m2!3d55.6979721!4d12.5431653!16s%2Fg%2F11b5pk3mfh!19sChIJwx3XEE1SUkYRw_0iPtivs6A?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,CPH Bike Express,Bicycle store,,4.7,,,,154,,,https://www.google.com/maps/place/CPH+Bike+Express/data=!4m7!3m6!1s0x4652547fa1b2d00b:0x11eb3c5e4ac6667a!8m2!3d55.6502846!4d12.5361444!16s%2Fg%2F11xqvb_wl!19sChIJC9CyoX9UUkYRembGSl486xE?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Cykel Chefen,Bicycle repair shop,,4.7,"Nørre Søgade 41, 1370 København, Denmark",,,151,,,https://www.google.com/maps/place/Cykel+Chefen/data=!4m7!3m6!1s0x46525308bd7ec527:0x1aa610b4fa5a9395!8m2!3d55.6820532!4d12.5615966!16s%2Fg%2F11_s8zns9!19sChIJJ8V-vQhTUkYRlZNa-rQQpho?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Søgade Cykler,Bicycle store,,4.9,"Sølvgade 104, 1307 København K, Denmark",http://xn--sgadecykler-ggb.dk/,,64,,,https://www.google.com/maps/place/S%C3%B8gade+Cykler/data=!4m7!3m6!1s0x4652530255db3425:0xb854eedf81f3a118!8m2!3d55.6907301!4d12.5718146!16s%2Fg%2F1hc3sg9hg!19sChIJJTTbVQJTUkYRGKHzgd_uVLg?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Kædesmeden,Bicycle repair shop,,4.9,"Enghavevej 10, 1674 København, Denmark",https://kaedesmeden.dk/,,87,,,https://www.google.com/maps/place/K%C3%A6desmeden/data=!4m7!3m6!1s0x46525305ec2b0a87:0xe327d6bade93777d!8m2!3d55.6704497!4d12.5457782!16s%2Fg%2F11nxpb7d30!19sChIJhwor7AVTUkYRfXeT3rrWJ-M?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Cykelhandler,Bicycle repair shop,,4.6,,,,140,,,https://www.google.com/maps/place/Cykelhandler/data=!4m7!3m6!1s0x4652524cc58c1639:0x940b7117ee07d6b9!8m2!3d55.6972507!4d12.5400586!16s%2Fg%2F11c5h31jpg!19sChIJORaMxUxSUkYRudYH7hdxC5Q?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Expander Cykler,Bicycle store,,4.7,,,,70,,,https://www.google.com/maps/place/Expander+Cykler/data=!4m7!3m6!1s0x46525237f2107fd5:0x467fb46185f5a8c2!8m2!3d55.7081739!4d12.5323094!16s%2Fg%2F1hc6zjl_t!19sChIJ1X8Q8jdSUkYRwqj1hWG0f0Y?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Isak Cykelservice,Bicycle store,,4.8,,,,96,,,https://www.google.com/maps/place/Isak+Cykelservice/data=!4m7!3m6!1s0x4652536870ea9bad:0xafd2465a1c2374ef!8m2!3d55.7079344!4d12.5698873!16s%2Fg%2F11fmrjrhtz!19sChIJrZvqcGhTUkYR73QjHFpG0q8?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Cykel værkstedet,Bicycle store,,3.6,"Nørregade 18, 1165 København, Denmark",,,63,,,https://www.google.com/maps/place/Cykel+v%C3%A6rkstedet/data=!4m7!3m6!1s0x4652530fe3a9ec5f:0x791daf6b62a967bd!8m2!3d55.6810178!4d12.5713144!16s%2Fg%2F11f10cp_rd!19sChIJX-yp4w9TUkYRvWepYmuvHXk?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Cykelexperten.dk,Bicycle store,,4.1,,https://cykelexperten.dk/,,587,,,https://www.google.com/maps/place/Cykelexperten.dk/data=!4m7!3m6!1s0x4652572d37567875:0xd594a5c4b4232179!8m2!3d55.6979846!4d12.4747538!16s%2Fg%2F1td4yg95!19sChIJdXhWNy1XUkYReSEjtMSllNU?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Ren Cykel,Bicycle repair shop,,4.4,,https://www.rencykel.dk/book-sluseholmen,,93,,,https://www.google.com/maps/place/Ren+Cykel/data=!4m7!3m6!1s0x465255f8f133ee59:0xb7e5e297f6b1fcd7!8m2!3d55.6452302!4d12.5478802!16s%2Fg%2F11rdcm9y0f!19sChIJWe4z8fhVUkYR1_yx9pfi5bc?authuser=0&hl=en&rclk=1
Cykelværksted i Danmark,Ama'r Cykelservice,Bicycle store,,4.6,,https://www.amarcykelservice.dk/,,130,,,https://www.google.com/maps/place/Ama%27r+Cykelservice/data=!4m7!3m6!1s0x4652534a2780068d:0xb9491b9f7fcc8ad!8m2!3d55.6651289!4d12.6062161!16s%2Fg%2F1tx13_13!19sChIJjQaAJ0pTUkYRrcj897mRlAs?authuser=0&hl=en&rclk=1
